Dia,Mes,Anio,P304,P311,P313,CODIGO_PERSONA,TIENE_SEGURO,P402,P408_1,P408_2,P408_3,P408_6,NOMBDEPA,NOMBPROV,NOMBDIST,P501,P504,P601,P609,P627,P703,P706,P807,Sexo,Edad,Migro_de_venezuela,P701
19,2,1985,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,10,2,1,2,1,2,2,2,1,33,1,1
10,9,1994,1,1,1,2.2401E+20,5,1,2,2,2,2,TUMBES,TUMBES,TUMBES,8,2,1,2,1,2,1,1,1,24,1,1
9,6,1992,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,8,2,1,,1,1,1,2,1,26,1,1
12,12,1978,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,,2,1,1,2,2,40,1,1
30,7,1992,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,10,2,1,,2,2,2,2,2,26,1,2
21,6,1998,1,1,1,2.2401E+20,5,1,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,,2,2,1,1,2,20,1,1
29,7,2000,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,,2,2,2,2,2,18,1,2
4,7,1984,1,1,1,2.2401E+20,5,1,2,2,2,2,TUMBES,TUMBES,TUMBES,4,2,1,,1,1,2,2,2,34,1,1
22,6,1974,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,4,2,1,,1,2,2,2,1,44,1,1
15,6,1982,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,2,2,1,36,1,2
17,10,1980,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,2,2,1,38,1,2
12,10,1985,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,2,2,1,33,1,2
24,8,1981,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,2,2,1,37,1,2
30,12,1998,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,2,2,2,2,2,20,1,2
7,1,1990,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,4,2,1,,2,1,2,2,2,28,1,2
12,8,1986,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,4,2,1,,2,2,2,2,2,32,1,2
24,4,1993,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,1,2,2,25,1,1
6,12,1988,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,4,2,1,,1,1,2,1,2,30,1,2
19,12,1994,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,2,1,1,24,1,2
10,11,1986,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,8,2,1,2,1,2,2,2,1,32,1,2
24,3,1993,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,1,2,2,1,25,1,2
5,7,1995,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,10,2,1,2,1,1,2,2,2,23,1,2
6,11,1997,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,10,2,1,,2,2,2,2,1,21,1,1
16,4,1989,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,8,2,1,,1,2,2,2,1,29,1,1
24,8,1991,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,8,2,1,2,1,2,1,2,2,27,1,2
9,10,1990,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,2,2,1,28,1,2
22,7,1993,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,2,2,2,2,1,25,1,2
8,10,1974,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,2,2,2,44,1,2
10,10,1984,2,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,1,2,1,34,1,2
4,10,1995,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,2,2,1,23,1,2
4,12,1986,2,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,2,2,2,32,1,1
28,2,1994,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,7,2,1,2,1,2,2,2,1,24,1,2
7,2,1989,2,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,2,1,2,2,2,29,1,1
16,8,1989,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,8,2,1,2,1,2,2,2,1,29,1,2
23,9,1991,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,8,2,1,,1,2,2,2,1,27,1,2
16,5,1993,2,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,,1,2,2,2,1,25,1,2
27,8,1986,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,1,1,2,2,2,1,32,1,2
20,9,1986,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,2,2,2,32,1,2
29,8,1996,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,2,2,2,2,1,22,1,2
21,8,1997,2,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,2,2,2,2,2,21,1,2
21,8,1997,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,2,2,1,21,1,2
12,6,1994,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,10,2,1,2,1,2,2,2,2,24,1,2
20,7,1995,1,1,1,2.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,2,2,2,23,1,2
28,4,2000,2,1,1,2.2401E+20,5,1,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,2,2,2,2,2,18,1,2
5,3,1993,1,2,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,8,2,1,2,1,2,1,2,1,25,1,2
9,9,1992,1,2,1,3.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,2,2,1,2,2,26,1,2
6,12,1996,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,1,1,2,22,1,1
13,1,1981,1,1,1,3.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,2,1,2,2,1,1,37,1,1
29,1,1976,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,1,1,2,2,1,2,42,1,1
6,11,1996,1,2,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,9,2,1,2,1,2,2,2,2,22,1,1
1,4,1997,1,2,1,3.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,9,2,1,1,1,2,1,1,2,21,1,2
5,8,1985,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,,1,2,1,1,1,33,1,2
29,10,1992,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,1,2,26,1,2
5,4,1983,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,2,2,2,1,1,1,35,1,1
30,6,1984,1,1,1,3.0401E+20,1,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,9,2,1,1,1,2,1,1,1,34,1,2
27,3,1971,1,1,1,3.0401E+20,1,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,1,2,2,1,1,2,47,1,1
12,11,1991,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,9,2,1,,1,2,1,2,2,27,1,1
20,1,1995,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,5,2,1,2,1,2,2,2,1,23,1,2
20,8,1981,1,1,1,3.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,1,1,2,2,1,1,37,1,2
17,7,1990,1,1,1,3.0401E+20,1,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,2,2,28,1,2
17,8,1993,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,1,2,1,2,2,1,25,1,2
22,11,1990,1,2,1,3.0401E+20,1,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,7,2,1,1,1,2,2,2,2,28,1,2
25,8,1989,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,1,1,29,1,1
31,1,1986,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,9,2,1,2,1,2,2,2,1,32,1,2
8,8,1977,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,1,1,41,1,1
8,2,1984,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,2,2,34,1,1
13,6,1989,1,2,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,1,1,29,1,1
11,8,1976,1,1,1,3.0401E+20,2,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,1,1,2,2,2,1,42,1,2
4,11,1986,1,1,2,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,,1,2,2,2,1,32,1,1
7,2,1993,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,9,2,1,,2,2,2,2,1,25,1,2
7,9,1982,1,2,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,2,1,36,1,1
12,7,1981,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,2,1,37,1,2
23,7,1982,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,2,2,36,1,2
2,5,1981,1,1,1,3.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,1,1,37,1,2
27,5,1985,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,8,2,1,2,1,2,2,2,2,33,1,2
13,5,1993,1,2,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,2,2,2,2,2,25,1,1
12,7,1992,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,,2,2,2,2,2,26,1,1
18,1,1994,1,2,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,2,1,24,1,1
6,6,1987,1,2,2,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,2,1,2,2,1,1,31,1,1
28,11,1985,1,2,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,1,1,1,33,1,1
21,4,2000,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,2,1,2,2,1,2,18,1,1
21,1,1986,1,2,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,10,2,1,1,1,2,2,2,1,32,1,2
14,5,1984,1,2,2,3.0401E+20,2,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,10,2,1,1,1,2,2,2,1,34,1,2
24,4,1989,1,2,1,3.0401E+20,2,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,10,2,1,1,1,2,2,2,2,29,1,2
14,10,1989,1,2,2,3.0401E+20,1,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,10,2,1,1,1,2,2,2,1,29,1,2
14,5,1992,1,1,2,3.0401E+20,1,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,10,2,1,1,1,2,2,2,1,26,1,2
21,6,1991,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,10,2,1,2,1,2,2,2,1,27,1,1
11,6,1991,1,2,2,3.0401E+20,2,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,10,2,1,1,1,1,2,1,1,27,1,2
14,12,1975,1,2,1,3.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,10,2,1,2,1,2,2,2,1,43,1,1
23,10,1978,1,2,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,8,2,1,,2,2,1,2,2,40,1,2
14,12,1999,1,2,1,3.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,4,2,1,2,2,2,1,2,2,19,1,1
21,9,1949,1,2,1,3.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,4,2,1,,1,2,2,2,1,69,1,1
22,11,1958,1,2,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,10,2,1,,1,2,2,2,2,60,1,1
16,12,1988,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,8,2,1,2,1,2,1,2,1,30,1,1
24,5,1989,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,4,2,1,2,2,2,2,2,2,29,1,1
23,9,1979,1,2,2,3.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,10,2,1,,1,2,1,2,1,39,1,2
17,7,2000,1,2,2,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,4,2,1,,2,2,1,2,2,18,1,2
9,11,1983,1,2,1,3.0401E+20,1,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,8,2,1,1,1,2,2,2,1,35,1,2
21,5,1985,1,2,1,3.0401E+20,1,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,7,2,1,2,1,2,1,1,2,33,1,1
19,10,1992,1,2,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,9,2,1,2,1,2,2,1,1,26,1,1
22,11,1986,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,1,1,2,2,2,1,32,1,2
21,11,1970,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,1,1,2,2,2,2,48,1,2
29,10,1975,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,1,1,2,2,2,1,43,1,2
16,9,1991,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,1,2,2,2,2,1,27,1,2
18,9,1976,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,1,42,1,1
25,3,1998,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,1,20,1,1
11,5,1996,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,1,1,2,2,2,1,22,1,2
28,3,1981,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,1,1,2,2,2,1,37,1,2
24,8,1972,1,2,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,2,2,2,46,1,1
15,9,1999,1,2,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,2,2,2,2,2,19,1,2
12,6,1993,1,2,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,,1,2,2,2,1,25,1,2
12,9,1994,1,2,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,,1,2,2,2,2,24,1,2
23,4,1987,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,2,2,2,2,2,1,31,1,2
23,5,1990,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,1,1,2,2,2,1,28,1,1
4,7,1994,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,2,2,2,2,1,24,1,2
25,6,1985,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,1,1,2,33,1,2
11,3,1981,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,1,37,1,2
7,3,1993,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,2,25,1,2
26,10,1984,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,5,2,1,2,1,2,2,2,2,34,1,1
3,7,2001,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,5,2,1,2,2,2,2,,2,17,1,1
9,7,1982,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,1,1,1,36,1,2
24,11,1976,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,1,1,42,1,1
5,5,1991,1,2,1,3.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,11,2,1,1,1,2,1,1,1,27,1,1
21,11,1990,1,1,1,3.0401E+20,2,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,1,1,2,1,1,2,28,1,2
10,8,1993,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,1,1,2,2,2,1,25,1,2
10,8,1993,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,1,1,2,2,2,1,25,1,2
23,4,1985,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,1,1,1,33,1,2
23,5,1985,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,11,2,1,2,2,2,1,1,2,33,1,1
3,1,1982,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,11,2,1,2,1,2,2,2,2,36,1,2
29,12,1978,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,1,1,39,1,2
12,10,1978,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,5,2,1,2,1,2,1,1,1,40,1,1
19,8,1984,1,2,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,1,1,34,1,1
5,4,1968,1,2,1,3.0401E+20,1,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,1,1,2,1,1,1,50,1,1
27,2,1969,1,2,1,3.0401E+20,1,1,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,,1,2,1,1,2,49,1,1
29,4,1984,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,2,2,1,34,1,2
2,10,1986,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,1,32,1,2
5,7,1985,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,2,2,1,33,1,2
2,9,1983,1,1,1,3.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,2,1,2,2,2,2,35,1,2
28,2,1988,1,2,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,2,1,2,2,1,1,30,1,1
21,5,1964,1,1,1,3.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,5,2,1,2,2,2,2,2,2,54,1,2
22,3,1988,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,1,30,1,2
20,3,1991,1,2,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,11,2,1,2,1,2,2,2,1,27,1,2
12,9,1991,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,1,2,27,1,1
25,3,1996,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,2,22,1,2
23,11,1963,1,1,1,3.0401E+20,1,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,1,1,2,2,2,1,55,1,2
26,6,1980,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,2,2,1,38,1,2
4,5,1988,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,2,1,2,2,1,2,30,1,1
23,6,1975,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,1,1,2,2,2,2,43,1,2
24,7,1972,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,1,1,2,2,2,1,46,1,2
30,11,1984,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,1,2,1,34,1,2
1,2,1983,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,1,1,2,2,2,2,35,1,1
30,7,1996,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,1,1,2,2,2,2,22,1,2
21,6,1992,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,2,1,2,26,1,1
11,3,1973,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,2,2,2,45,1,2
30,3,1983,1,1,1,3.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,1,2,2,35,1,1
14,4,1990,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,1,1,2,2,2,2,28,1,1
11,3,1992,1,1,1,3.0401E+20,1,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,1,1,2,2,1,1,26,1,2
19,1,1995,1,1,2,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,1,2,2,1,1,1,23,1,2
29,9,1988,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,5,2,1,2,1,2,1,1,1,30,1,1
11,11,1993,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,,2,2,2,2,2,25,1,1
8,1,1982,1,1,1,3.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,,1,2,2,1,2,36,1,1
10,9,1979,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,1,39,1,1
2,8,1989,1,1,1,3.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,2,1,2,2,2,1,29,1,2
13,8,1980,1,1,1,3.04011E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,6,2,1,2,1,2,1,2,2,38,1,2
1,7,1973,1,2,1,3.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,8,2,1,2,1,2,1,1,2,45,1,1
9,5,1978,1,2,1,3.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,8,2,1,2,1,2,2,2,1,40,1,1
17,7,1997,1,1,1,3.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,9,2,1,2,1,2,2,2,2,21,1,1
28,3,1994,1,1,1,3.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,9,2,1,2,1,2,2,2,1,24,1,2
6,6,1951,1,2,1,3.04011E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,8,2,1,2,1,2,1,2,2,67,1,2
3,7,1999,1,1,1,3.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,9,2,1,2,1,2,2,2,1,19,1,1
23,1,1988,1,1,1,3.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,6,2,1,2,1,2,2,2,1,30,1,2
25,11,1970,1,1,1,3.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,10,2,1,2,2,2,2,2,1,48,1,2
21,6,1977,1,1,1,3.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,10,2,1,2,1,2,2,1,1,41,1,1
