Dia,Mes,Anio,P304,P311,P313,CODIGO_PERSONA,TIENE_SEGURO,P402,P408_1,P408_2,P408_3,P408_6,NOMBDEPA,NOMBPROV,NOMBDIST,P501,P504,P601,P609,P627,P703,P706,P807,Sexo,Edad,Migro_de_venezuela,P701
12,6,1990,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,8,2,1,,1,2,2,2,1,28,1,2
7,2,1993,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,,2,2,2,2,2,25,1,2
15,9,1973,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,,1,2,2,2,1,45,1,2
9,7,1994,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,8,2,1,,2,2,2,2,1,24,1,1
6,3,1986,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,,2,2,2,2,1,32,1,1
12,6,1995,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,9,2,1,,1,2,2,2,1,23,1,2
14,12,1975,1,1,2,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,,1,2,2,2,1,42,1,2
9,9,1977,1,1,2,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,,1,2,2,2,2,41,1,1
20,11,1999,1,1,2,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,,2,2,2,2,1,19,1,1
16,3,2000,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,,2,2,2,2,2,18,1,1
7,3,1981,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,2,1,2,2,2,1,37,1,1
30,11,1988,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,2,1,30,1,1
9,12,1992,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,2,2,25,1,2
12,6,1983,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,2,1,35,1,1
15,4,1990,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,2,2,28,1,2
13,12,1959,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,2,2,2,2,2,1,58,1,2
26,6,1997,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,2,2,2,2,2,1,21,1,2
17,5,2000,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,9,2,1,2,2,2,2,2,2,18,1,2
22,10,1993,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,2,1,25,1,2
17,9,1991,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,11,2,1,2,1,2,2,2,2,27,1,1
9,9,1976,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,1,1,42,1,2
30,12,1985,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,1,2,32,1,2
2,8,1994,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,1,1,24,1,1
15,8,1988,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,1,2,1,30,1,2
23,12,1988,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,8,2,1,2,1,2,2,2,2,29,1,1
28,10,1999,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,9,2,1,2,2,2,2,1,1,19,1,2
17,9,1988,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,8,2,1,2,1,2,1,1,1,30,1,2
20,8,1983,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,2,1,35,1,2
23,2,1989,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,1,2,29,1,2
5,6,1992,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,1,1,26,1,1
11,9,1983,1,1,1,1.0401E+20,1,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,1,1,2,1,1,1,35,1,2
27,8,1987,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,9,2,1,1,1,2,2,1,1,31,1,1
29,11,1989,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,8,2,1,,2,2,2,2,1,29,1,2
10,8,1991,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,2,1,2,2,2,1,27,1,2
25,10,1991,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,1,1,1,27,1,1
11,11,1991,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,2,2,2,2,2,27,1,2
18,12,1978,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,,1,2,1,2,2,39,1,2
1,1,2000,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,2,2,2,2,2,2,18,1,2
14,6,1989,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,1,1,2,2,1,1,29,1,1
5,6,1990,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,1,1,2,2,1,2,28,1,1
21,4,1990,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,2,1,2,2,1,1,28,1,2
3,1,1988,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,7,2,1,1,2,2,2,2,2,30,1,2
3,3,1997,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,9,2,1,2,2,2,2,2,2,21,1,2
30,10,1993,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,1,1,1,25,1,2
12,11,1983,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,2,1,2,1,1,1,35,1,2
18,2,1996,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,1,2,1,2,2,1,1,22,1,1
19,4,2001,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,5,2,1,2,1,2,1,,1,17,1,1
2,10,1990,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,,1,2,2,2,1,28,1,2
21,8,1990,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,9,2,1,2,2,2,2,2,2,28,1,2
23,3,1992,1,1,2,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,9,2,1,2,2,2,2,2,2,26,1,1
4,10,1979,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,8,2,1,2,1,2,2,1,1,39,1,2
20,5,1978,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,8,2,1,2,2,2,1,1,2,40,1,2
23,2,1973,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,1,2,45,1,1
25,7,1994,1,2,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,8,2,1,2,1,2,1,1,1,24,1,1
5,12,1990,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,4,2,1,2,2,2,2,2,1,28,1,2
9,9,1997,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,4,2,1,2,1,2,2,2,1,21,1,1
11,7,1991,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,7,2,1,,1,2,2,2,2,27,1,1
15,10,1989,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,4,2,1,2,1,2,2,2,1,29,1,2
16,6,1993,1,2,2,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,9,2,1,2,1,2,2,2,2,25,1,1
18,10,1993,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,2,2,2,2,25,1,1
23,5,1995,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,4,2,1,2,1,2,2,2,1,23,1,1
19,1,1993,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,3,2,1,2,1,1,1,2,2,25,1,1
7,3,1993,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,8,2,1,2,1,2,2,1,1,25,1,2
13,9,1996,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,1,2,1,1,2,2,2,22,1,1
11,12,1994,1,2,2,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,3,2,1,2,2,2,1,2,1,23,1,2
7,3,1975,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,5,2,1,,1,2,2,2,2,43,1,2
12,6,1967,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,4,2,1,,1,2,2,2,2,51,1,1
5,12,1979,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,10,2,1,2,1,2,2,2,2,38,1,2
1,11,1972,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,10,2,1,2,1,2,2,2,2,46,1,2
16,2,1988,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,9,2,1,2,1,2,1,1,1,30,1,2
2,11,1996,1,2,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,9,2,1,2,2,2,1,1,2,22,1,2
5,11,1984,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,10,2,1,,1,2,1,2,2,34,1,1
17,2,1981,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,4,2,1,2,2,2,2,2,1,37,1,2
20,10,1989,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,6,2,1,2,1,2,2,2,1,29,1,2
15,10,1997,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,7,2,1,2,1,2,2,2,1,21,1,2
4,2,1998,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,6,2,1,2,2,2,2,2,2,20,1,2
5,8,1998,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,6,2,1,1,1,2,2,2,1,20,1,2
4,7,1997,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,6,2,1,2,1,2,2,2,2,21,1,2
17,9,1997,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,6,2,1,2,2,2,2,2,1,21,1,2
9,11,1980,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,5,2,1,2,2,2,2,2,2,38,1,2
29,11,1976,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,,1,2,2,2,1,42,1,2
2,6,1980,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,1,1,2,2,2,1,38,1,2
8,5,1982,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,2,36,1,2
5,5,1985,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,,1,2,2,2,1,33,1,1
27,4,1972,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,5,2,1,2,1,2,2,2,1,46,1,2
24,1,1978,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,5,2,1,2,2,2,2,2,2,40,1,2
3,8,1998,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,2,2,2,2,2,2,20,1,2
4,8,2000,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,2,2,2,2,2,18,1,2
10,12,1993,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,1,1,2,2,2,1,24,1,2
1,5,1993,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,2,25,1,1
29,7,1992,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,1,26,1,2
3,8,1994,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,2,2,2,2,1,24,1,2
20,7,1986,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,2,1,2,1,1,1,32,1,1
10,10,1992,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,2,2,2,2,2,2,26,1,1
18,6,1986,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,2,2,1,32,1,2
17,11,1995,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,2,1,2,2,2,2,23,1,2
7,7,1992,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,1,26,1,1
27,9,1990,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,2,2,1,28,1,1
25,4,1990,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,2,2,2,2,2,1,28,1,1
21,8,1981,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,7,2,1,2,1,2,2,2,1,37,1,2
22,3,1989,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,5,2,1,2,1,2,2,2,2,29,1,2
1,9,1996,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,2,1,2,2,2,2,22,1,1
3,8,1996,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,,1,2,2,2,1,22,1,2
3,12,1978,2,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,1,1,1,39,1,2
12,4,1987,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,2,2,2,31,1,1
15,10,1987,1,1,1,1.0401E+20,1,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,1,1,2,2,2,1,31,1,2
1,12,1992,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,1,2,2,26,1,2
12,12,1980,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,2,1,2,2,2,1,37,1,2
12,2,1990,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,2,1,2,1,2,2,28,1,2
30,1,1986,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,2,2,1,32,1,2
25,1,1995,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,2,1,2,1,2,2,23,1,2
25,6,1986,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,1,1,32,1,2
29,9,1987,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,,1,2,1,1,1,31,1,2
8,6,1993,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,5,2,1,,1,2,1,1,2,25,1,1
10,2,1992,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,7,2,1,2,1,2,2,2,1,26,1,2
14,4,1991,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,1,2,2,27,1,2
14,8,1993,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,2,2,2,2,1,1,25,1,1
18,2,1993,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,2,1,2,25,1,2
27,10,1990,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,2,1,2,1,2,1,28,1,2
7,10,1987,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,2,1,1,2,2,2,31,1,2
9,2,1979,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,2,1,1,39,1,2
18,7,1983,1,2,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,1,2,1,35,1,2
18,11,1984,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,2,2,2,34,1,2
15,8,1991,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,2,2,1,27,1,2
29,8,1995,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,,2,2,2,2,2,23,1,2
20,11,1988,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,2,1,1,30,1,1
15,5,1984,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,1,1,2,34,1,1
11,9,1984,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,1,1,2,2,1,1,34,1,1
23,9,1981,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,,1,2,2,2,2,37,1,1
26,1,1981,1,1,1,1.0401E+20,1,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,1,1,2,1,1,2,37,1,2
14,6,1986,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,1,1,2,2,2,1,32,1,2
8,8,1987,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,1,31,1,2
20,9,1986,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,4,2,1,2,1,2,2,2,1,32,1,2
6,4,1985,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,1,1,2,2,2,1,33,1,1
13,12,2001,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,3,2,1,2,2,2,2,,1,16,1,2
4,12,1987,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,1,31,1,2
16,12,1979,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,2,1,2,2,2,1,38,1,2
30,4,1985,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,2,1,2,2,2,1,33,1,2
29,3,1972,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,2,2,1,46,1,2
25,7,1975,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,2,2,2,43,1,2
9,7,1984,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,2,1,2,2,2,1,34,1,2
27,7,1987,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,1,31,1,2
24,2,1978,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,2,1,2,2,2,1,40,1,2
15,11,1976,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,2,1,2,2,2,2,42,1,2
15,3,1978,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,2,1,2,1,1,1,40,1,2
12,5,1980,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,1,2,2,38,1,2
5,9,1985,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,2,1,2,33,1,1
7,5,1986,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,1,32,1,2
27,6,1986,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,1,1,2,2,2,2,32,1,1
20,9,1987,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,2,1,2,2,2,1,31,1,1
6,7,1984,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,1,2,1,34,1,2
10,9,1986,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,1,2,1,32,1,2
21,11,1990,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,1,2,1,2,1,2,2,28,1,2
30,10,1993,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,1,25,1,2
1,12,1985,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,5,2,1,1,1,2,2,2,1,33,1,2
2,10,1980,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,1,38,1,1
23,9,1977,1,2,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,1,41,1,1
2,5,1977,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,1,2,1,2,1,2,1,41,1,1
15,3,1976,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,1,2,1,2,2,2,2,42,1,2
30,4,1999,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,2,2,2,2,1,2,19,1,1
11,8,1993,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,,1,2,2,2,1,25,1,2
17,7,1995,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,1,,2,2,2,2,2,23,1,2
8,3,1982,1,1,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,10,2,1,2,1,2,2,2,1,36,1,1
23,10,1987,1,1,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,10,2,1,2,1,2,2,2,2,31,1,2
25,3,1985,1,1,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,10,2,1,2,1,2,2,2,1,33,1,2
6,3,1998,1,1,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,7,2,1,2,2,2,1,2,1,20,1,1
8,9,1958,1,2,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,6,2,1,2,1,2,2,2,2,60,1,1
20,10,1977,1,1,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,4,2,1,2,1,2,1,2,1,41,1,2
